#Survey started on JD = 2456718.000000000000000
10.700551	50.944583	0.635320	31.593645	0.708439	1.605824	0	-2	1.0000	43.3757
10.715069	51.190278	0.926987	50.081991	0.708439	1.605824	1	-2	1.0000	317.0820
10.715069	50.698889	0.656153	31.593645	0.708439	1.605824	0	-2	1.0000	43.8319
10.729588	50.944583	5.915480	48.646565	0.847226	1.656837	1	-2	1.0000	316.6243
10.729607	50.453194	0.676987	32.647785	0.708439	1.605824	0	-2	1.0000	44.2868
10.744106	51.190278	6.909011	52.347780	0.685999	1.740391	1	-2	1.0000	317.0820
10.744145	50.698889	19.644453	50.058943	0.682540	1.657320	0	-2	1.0000	43.8319
10.744169	50.207500	0.697820	51.820548	0.708439	1.605824	0	-2	1.0000	44.7403
10.758702	51.435972	7.909488	50.081991	0.796485	1.862844	1	-2	1.0000	317.5412
10.758702	50.944583	23.854780	53.880424	0.751130	1.736226	1	-2	1.0000	316.6243
10.758731	50.453194	20.624114	33.199219	0.839134	1.709868	0	-2	1.0000	44.2868
10.758757	49.961806	0.718653	43.674181	0.708439	1.605824	0	-2	1.0000	45.1925
10.773298	51.190278	23.875613	41.516566	0.751130	1.736226	1	-2	1.0000	317.0820
10.773318	50.698889	21.666278	41.198259	0.781696	1.788462	0	-2	1.0000	43.8319
10.773345	50.207500	21.624611	36.154800	0.781696	1.788462	0	-2	1.0000	44.7403
10.773371	49.716111	19.623619	31.705734	0.682540	1.657320	0	-2	1.0000	45.6435
10.787894	51.435972	25.862739	48.819209	0.848558	1.574899	1	-2	1.0000	317.5412
10.787934	50.944583	28.836506	49.426855	0.822040	1.559643	1	-2	1.0000	316.6243
10.787958	50.453194	29.628695	54.083840	0.763079	1.650197	0	-2	1.0000	44.2868
10.787984	49.961806	22.645944	54.315088	0.764321	1.620487	0	-2	1.0000	45.1925
10.788010	49.470417	19.665286	45.753189	0.682540	1.657320	0	-2	1.0000	46.0934
10.802569	51.681667	26.856306	51.831865	0.656138	1.444953	1	-2	1.0000	318.0019
10.802569	51.190278	29.837028	52.430477	0.763079	1.650197	1	-2	1.0000	317.0820
10.802599	50.698889	34.825807	53.224959	0.825879	1.511315	1	-2	1.0000	316.1681
10.802624	50.207500	54.768103	50.674793	0.813406	1.760968	1	-2	1.0000	315.2597
10.802648	49.716111	23.646447	53.463681	0.751130	1.736226	0	-2	1.0000	45.6435
10.802672	49.224722	20.644947	52.246368	0.839134	1.709868	0	-2	1.0000	46.5420
10.817245	51.435972	29.857862	44.191922	0.763079	1.650197	1	-2	1.0000	317.5412
10.817265	50.944583	51.787066	53.537066	0.805437	1.546429	1	-2	1.0000	316.6243
10.817290	50.453194	56.769367	54.275140	0.820996	1.746621	1	-2	1.0000	315.7132
10.817313	49.961806	78.700304	47.291881	0.681656	1.801451	1	-2	1.0000	314.8075
10.817335	49.470417	26.647973	45.062607	0.656138	1.444953	0	-2	1.0000	46.0934
10.817358	48.979028	21.645444	53.768614	0.781696	1.788462	0	-2	1.0000	46.9896
10.831920	51.681667	32.838617	53.600738	0.640205	1.782745	1	-2	1.0000	318.0019
10.831960	51.190278	22.666778	41.516566	0.764321	1.620487	0	-2	1.0000	42.9180
10.831980	50.698889	57.783893	42.561049	0.848842	1.654286	1	-2	1.0000	316.1681
10.832001	50.207500	79.700933	50.674793	0.743629	1.707314	1	-2	1.0000	315.2597
10.832022	49.716111	86.684318	51.720300	0.653686	1.465457	1	-2	1.0000	314.3565
10.832044	49.224722	90.686531	51.617148	0.799474	1.718557	1	-2	1.0000	313.4580
10.832065	48.733333	23.625613	40.829125	0.751130	1.736226	0	-2	1.0000	47.4362
10.832087	48.241944	20.665781	42.711710	0.839134	1.709868	0	-2	1.0000	48.3263
10.846675	51.927361	33.839154	51.278470	0.796867	1.760357	1	-2	1.0000	318.4643
10.846675	51.435972	52.787686	51.831865	0.741295	1.553344	1	-2	1.0000	317.5412
10.846695	50.944583	58.770644	52.735302	0.781284	1.614649	1	-2	1.0000	316.6243
10.846713	50.453194	82.702785	54.083840	0.824885	1.674126	1	-2	1.0000	315.7132
10.846732	49.961806	86.705151	43.674181	0.653686	1.465457	1	-2	1.0000	314.8075
10.846752	49.470417	263.743526	31.705734	0.658411	1.504314	0	-2	1.0000	46.0934
10.846772	48.979028	263.618526	31.858890	0.658411	1.504314	0	-2	1.0000	46.9896
10.846793	48.487639	26.627139	50.442768	0.656138	1.444953	0	-2	1.0000	47.8817
10.846814	47.996250	22.625111	37.757807	0.764321	1.620487	0	-2	1.0000	48.7699
10.861431	51.681667	54.788936	45.533102	0.813406	1.760968	1	-2	1.0000	318.0019
10.861431	51.190278	59.771288	50.081991	0.676335	1.582792	1	-2	1.0000	317.0820
10.861446	50.698889	84.683152	46.137062	0.746979	1.569792	1	-2	1.0000	316.1681
10.861463	50.207500	89.685994	53.537066	0.786378	1.635923	1	-2	1.0000	315.2597
10.861481	49.716111	264.646132	31.705734	0.813695	1.490702	0	-2	1.0000	45.6435
10.861501	49.224722	263.826859	31.705734	0.658411	1.504314	0	-2	1.0000	46.5420
10.861521	48.733333	263.701859	31.858890	0.658411	1.504314	0	-2	1.0000	47.4362
10.861541	48.241944	263.576859	31.858890	0.658411	1.504314	0	-2	1.0000	48.3263
10.861562	47.750556	25.626627	46.954768	0.848558	1.574899	0	-2	1.0000	49.2127
10.876186	51.927361	55.789566	42.854362	0.796939	1.671240	1	-2	1.0000	318.4643
10.876186	51.435972	78.721137	48.819209	0.681656	1.801451	1	-2	1.0000	317.5412
